#1ST #JOB #PLACEMENT #CAMPUS #YOLO #SWAG #ACCENTURE #PROUD @ Home	 Santacruz (West) http://t.co/CSUOBbg3Ms
512287290677526528	#NFL Hires Pro Gun Control to Be Top Lobbyist. http://t.co/pyGMFCC8Mu #NRA #2ndAmendment #BoycottNFL #YOLO #FOMO #Football #JustSaying #tcot
512287476564496385	Walking at the beach  #yolo #lol #love #nature #healthy #beach #beautiful #beauty #boy #girl #girly #gorgeous...  http://t.co/mX31gao7tJ
512287486778032128	How I managed to make money through online surveys and create the lifestyle I wanted http://t.co/60VpeIkmzq #MakeMoney #Surveys #YOLO
512287748053794816	Haven't made any bad decisions in about a year so I just decided to fuck my life up totally in the past 9 days 😂😂 #yolo
512287897530429440	@JessieJ You haven't follow any fans in ages 😫😫 Go on!! 🙏🙏🙏 #YOLO http://t.co/2oXnB8dQkE
512287983190679553	“@HannahDrew_x3: @JessieJ You haven't follow any fans in ages 😫😫 Go on!! 🙏🙏🙏 #YOLO http://t.co/oV0EEB4LZY”
512288220587905025	@NashiruddinShah haah #YOLO 😋
512288226250620928	“@CharlieGlynnHB: “@HannahDrew_x3: @JessieJ You haven't follow any fans in ages 😫😫 Go on!! 🙏🙏🙏 #YOLO http://t.co/2oXnB8dQkE””
512288334107136001	Indoor Fun #vinefavs #vinescope #UKVINERS #greatbritishviners #vinefamous #vinefamily #yolo #DoItForTheVine... https://t.co/Ry41chnspe
512288382664605696	A few more years with Google Calendar and 1Password and I'll no longer have a functioning memory for everyday life. #shootforthestars #yolo
512288541804871680	💪👍 #open your #mind to #new #ways and #change your #life #quotes #yolo http://t.co/a97JLH6sFb
512288549404958720	If I die from a heart attack. Here's why. #yolo http://t.co/4uXt7rFtLd
512288659727720448	#swag #Yolo #McDonald'sWorkers http://t.co/I91ARNy21Y
512288811922255872	in a poke war with some kid i don't even know on fb #yolo
512289072011046912	Shooting an apple off this dudes head with an arrow in class #yolo
512289098275762176	#BrickMyButt Am I the only one who actually did sing? xD #yolo
512289193729327105	I haven't worked out once #yolo
512289269927665666	#yolo: you only live online!
512289319974084608	Alexa spent $7 on frozen yogurt #yolo
512289519400665088	RT @GottaChickens: Hey @danetyson4 it's your birthday. Happy birthday. LUV U SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO much. Have a g…
512289673075765249	Bouta pass out sitting up. #yolo
512290533046108160	You know it's going to be a rough day when you finish up at 5:20am. #yolo #sweg #noteven420
512290693931212800	We're doing this. Luan especial #lubys #seniorcitizens #yolo @ Luby's - Sugar Land http://t.co/DAPcXlxD5V
512290700713816064	I've gone to chipotle 3 times within the past week... #oops #addiction #shouldibeworried #yolo #ilovefood
512290744930148352	At http://t.co/u9wMT10OA9 -- Lost our tram virginity🚃 #tram #ride #edinburgh #tourists #lol #ridacard #yolo #firsttime #wasteofmoney
512291062413811712	@no_uh__ do it anyways! You can lead someone in Jail to Jesus! #carpeDiem #yolo #badinfluence
512291444837851136	I haven't played any violin today #yolo
512291496666890240	Lol just skipped class #yolo
512291573288038400	Times like these are coming back #yolo #badbitch:P #brotherBike @lulublom http://t.co/fV4xCXyzvl
512291704381386753	@sunitapetroff @peaceandlove371 @mehra_naina LOL!! U bet!!! #YOLO
512291846568292354	RT @sannhak123: Oh shit didnt attend my parent evening with miss lachene oh god she is going to kill me! oh well #yolo
512292297451401216	RT @mdh182: First time donating blood and it was awesome. So was the doughnut I attacked afterwards. #YOLO… http://t.co/KLEx8Uf6ij
512292326585421824	Just ate a loaded brownie and ice cream for lunch #yolo
512292328615444480	@teextranocarino you'll get my ebola though if you help clean up lol #yolo
512292342141706240	I'm Sexy and I know it!!!!!! #Yolo #Swag http://t.co/Z5YlJz4NQd #Animexx
512292346298642432	RT @JeremyLawrencee: Don't normally sell on here but #yolo DS Size 12 http://t.co/2BKBDeNuoU
512292387604156416	RT @JeremyLawrencee: Don't normally sell on here but #yolo DS Size 12 http://t.co/2BKBDeNuoU
512292566105329664	RT @JeremyLawrencee: Don't normally sell on here but #yolo DS Size 12 http://t.co/2BKBDeNuoU
512292713580855296	RT @JeremyLawrencee: Don't normally sell on here but #yolo DS Size 12 http://t.co/2BKBDeNuoU
512292860239302657	4 chapters behind in bio #yolo
512292863498268672	RT @KaylaBolduc: I barely know what's happened these past 3 weeks #yolo
512293016778715136	Im tagged in one too many adventure pictures 😁😏👏👌💃 #YOLO
512293142934978560	Party hard or go home #VivaMéxico #Friends #Yolo #swag #Yoloswag #DóndeQuedóMiSombrero… http://t.co/V4u9AA2MAU
512293321327534081	@Charliejellytot #yolo #newphonenextweek ;) how does it kill it?!
512293325551202304	Ooooo happy birthday!! #gomariners #youre21 #vegas #ky #lol #loveyou #yolo #wecute http://t.co/RYxRQkvzEv
512293539028283392	Tomorrowland 2014 - Official Aftermovie: http://t.co/uaSR37cYp0 via @YouTube &lt;3 #love #yolo #carpediem
512293667738902528	🙌🙌🙌😍😍😍😍 update now #ready #iOS8 #apple #AppleLive #lovemylife #yolo #history http://t.co/3Cpmodd5bZ
512293794893791232	@kaitlynn__99 got talked to today #yolo
512293825583529984	@CrownedONSept17 Happy Birfdayy! have fun in Miami! for real doe #YOlo
512293884605788161	Just worked 7 hours straight no break #yolo #sweatshop
512293916394024960	RT @gatalinaaa: Ooooo happy birthday!! #gomariners #youre21 #vegas #ky #lol #loveyou #yolo #wecute http://t.co/RYxRQkvzEv
512293996321058817	#YOLO #blessed RT @Gizmodo: Don't put iOS 8 on your iPhone 4S: http://t.co/pwXzU0pQKd http://t.co/FMECs9UfOQ
512294004596035584	whr b y'all...?!! me @ #TheShip #pune #india #puneinstagrammers #yolo #blah #selfie #party #wed… http://t.co/XJR4MkkEUe
512294059642077184	sahshahh2221i4S #yolo &amp;^$+*
512294146766553088	It's happened. Got my side cornrows done for you . 🙈😏 #yolo #OOOOKILLEM @Scarlett_Plott
512294167557328896	whr b y'all...?!! me @ #TheShip #pune #india #puneinstagrammers #yolo #blah #selfie #party #wednesday… http://t.co/BREBeikFuG
512294348441280513	Good morning. #Love #Pizza #Soda #Girl #Happy #Relax #Delicius #Living #Gordita #YOUNG #YOLO http://t.co/YN0tpaTy7Y
512294375582629888	@BenHBailey @AshValleyInc I demand drones shoot at people who buy comic books so they can live like superheroes. #yolo
512294377637810176	RT @missjuwimoosa: #YOLO I'm down :)) haha!! @ismailrahaman01
512294481513955331	@JennCollins23 we bone! #YOLO
512294545007333377	Math homework #yolo http://t.co/gRzLNHHprW
512294572756860928	One life... Live it to the full.... #beautiful #seetheworld #yolo #travel #dowhatever xx http://t.co/qH4AhvT5TP
512294823014203393	@Kay_Series @vash1055 @nachtwolfe @irena_chang so true also I might have been the one aggroing stuff #yolo
512294986541330433	also half of this money is going in my car because I won't make it home otherwise #lol #commute #yolo
512295008192724992	@arobb12 Just buy a plane ticket and get a visa! #yolo
512295055676035072	RT @4middleschool: Didn't do my pre-algebra homework #yolo
512295099540439040	Dont take anyone or anything in life for granted #yolo #dailyreminder #love
512295275235246080	Check out Taggar - tag the world on Vimeo http://t.co/bXWOKrstd1 #Vimeo #yolo #swag
512295342201917440	@afgavinstan I'm spoiling mine anyway #yolo
512295435101564929	Think I'm going to vote no now #yolo
512295503275372545	yo only yolo once #yolo #yoloswag420jesus
512295659261919232	I fucke #d a homeless man yesterday #yolo
512469243288248320	First time soldering XD #yolo #visual_learner http://t.co/MIqQgfz2FA
512469304718426113	Shaving my dog and using the hair to make myself a BigFoot suit...#YOLO
512469321596289026	If I get a 1000 ups ill steak the field at Cortaca #YOLO
512469507840147456	blasting music in the apartment cause the year lease is almost up #yolo
512469556569571328	Standing under @rihanna's umbrella...#YOLO
512469679970205696	RT @Fiverr_DSC: Standing under @rihanna's umbrella...#YOLO
512469818784874496	#YOLO 💜 YOU ONLY LIVE ONCE ∞
512470041754079232	Realizing my whole life is based on two people thinking #yolo 😂🔫  #unplannedchildprobz
512470072108277760	Breaking every crayon in a little kid's crayon box...#YOLO
512470268988895232	THERE IS ONE MONTH UNTIL WE ARE MARRIED. Only one month. #yolo #kustin2014 #wergettingmarried  💑💑💑💑💏💏💏💏💏💏💏💏💏💏
512470312638631936	Momma bear throws her dirty socks in my face because I was bouncing my chest in front of her #yolo
512470330422857729	Lifting up a random person's child and singing it's the circle of life!...#YOLO
512470389163704321	me and my mom go braless to the store to get watermelon at 10 #yolo
512470509980614656	baby powder is essential for my grease ball of hair 💁 #yolo
512470520106078208	I'm not even gonna study #yolo
512470737987584001	First time Kenny Rogers with friends and now I pokai already #lunch #KennyRogersRoaster #yolo #imbroke… http://t.co/C9wxfzRQzK
512470817834565632	Taking a video of paint drying...#YOLO
512471312431075328	#LiveLife #YOLO #Guinness #GoHard #UnderstandMyStory #SFETeam #MDM @ Good Times II http://t.co/rFFJmKwCBo
512471329803866112	Peeing in the pool...#YOLO
512471425652125696	Good morning. #vscocam #vsco #yolo #wow #lol #food #morning #sweet #eat #CoffeeLife #autumn #september #instagood... http://t.co/OqCvlPL4Td
512471564512538624	I sit by the the pool in kain pelikat. #YOLO
512471568476549121	Not even setting an alarm if I wake up too late for class then so be it #yolo
512471838266785792	Farting in a jar and giving it to my grandmom as a birthday gift...#YOLO
512471916008202240	Poopin @ work. #yolo
512471947498618880	@syynth_: I'm not even gonna study #yolo
512472009151090688	RT @Nwoody5: “@mattchupp: late night homework party with the roomies. #yolo #6ampracticetomorrow” have me like http://t.co/InxxQRkjr2
512472047562526720	cause I decided I'll be a rebel tonight and not do my homework for the first time eva. #YOLO #supertired #nightyall
512472155632984064	@Pres_Tomato2014 I'm about to copy word for word #yolo
512472336558465024	Spilling water on the floor and not cleaning it up...#YOLO
512472572563558400	Riding a giraffe through a supermarket...#YOLO
512472637751033858	Still up #yolo
512472987489271808	@MarissaFarnkoff because #yolo
512473050764574720	Twitter told us we just turned one. #yolo
512473064119209984	Getting intimate with a truck...#YOLO
512473165545877504	When you know you are going to fail a test #yolo
512473300266942464	Throwing my cat in with my clothes in the washing machine for a little fun...#YOLO
512473312954306560	#YOLO !! For assignment! 👍👍👍👍 bring it!!
512473331518279680	I think I'm addicted😳.... Addicted to life!!! #yolo #stayReal #motivation #yoRT
512473537916182528	Using a condom as a cup...#YOLO
512473814794764288	Standing on the corner of a street playing on a guitar hero guitar with a hat on the ground for tips...#YOLO
512474077593088000	Sleeping with my eyes closed...#YOLO
512474197629874176	Zin in tompoucen #yolo
512474628879835136	Eating the Doritos cheese off random people's fingers...#YOLO
512474797851152384	We are still young #yolo
512475043742236672	@zafri09 You Only Love One #YOLO http://t.co/KLGeXcd345
512475080757362688	Winking and licking my lips at someone who's eating a banana...#YOLO
512475144112336896	Giving an old woman a lap dance...#YOLO
512475191083933696	@nevendingshit HAHAHA. But food makes us happy. So #yolo . 😂
512475257580814336	dude fuck studying lol #yolo @p_mariee20
512475270435991552	Winking and licking my lips at someone who's eating a banana...#YOLO
512475425260314624	“@sammmarra: This bitch just showed up with some fucked up hair” me wherever I go #dgaf #yolo
512475447209107457	@lawlesslawlizz SAME #yolo
512475475760123904	Mine and @shannonstclairr are onnnnnn our snap game right now. #toouglytoohandle #yolo #zerocare 😂💘😜✌️
512475655234396160	Taping my nose up like a pig and destroying all the bacon boxes in supermarkets...#YOLO
512475752801918976	At #Goodtimes having a Goodtime..... w/ @Tank17autoz #Henny #YOLO #LiveLife #UnderstandMyStory @ Good… http://t.co/gZ75PsrsL7
512475804539031553	@Obvious_Tuba go big or go home. #yolo
512475852907376640	Stop youre eyes for flowing psycho
512475938056314880	Playing with my cute nephew. Haha. #photooftheday #baby #gideonknox #lovelovelove #instafam #yolo… http://t.co/qQDRJ6Nagb
512476002912845825	RT @kimgtzz: dude fuck studying lol #yolo @p_mariee20
512476166083842048	@laepicclubcrawl love this spot @hemingways_la  ROUND OF SHOTS!!! #shots #live #love #laugh #smile #party #YOLO
512476169711935488	Saying she's not that ugly when the cashier offers me a bag for the condoms I just bought...#YOLO
512476588760641536	@SarahEMetz @ImaSamander sorry I meant #YOLO
512476665382191106	School #love #fun #yolo
512477128244219904	Flight back home!!!!! LMMFAO!!!! #LOVE #LIFE #LIVE #YOLO #wasted #frontierairlines #foolishness… http://t.co/GlhSuUcWeU
512477285455523841	Get up early and stay up late #yolo
512477385607110656	@darlaafranco_ do it! #yolo
512477431354380288	So a couple of niggas bout to get laid out at the bar. Come pick me up from jail. #yolo #givenofucks #dontstandachance
512477442377007104	Riding an ostrich to the grocery store...#YOLO
512477623654428672	RT @AliciaMadi22: Mine and @shannonstclairr are onnnnnn our snap game right now. #toouglytoohandle #yolo #zerocare 😂💘😜✌️
512477960369344512	Being completely naked under my clothes...#YOLO
512478017034420224	LOL little picture of a fucking whale #yolo 🙊 #wearerthemillers
512478083383693312	Allie creeps on my every day and I creep on her every day #obsessivebestfriends #ohwell #yolo
512478151549939712	lol at all the things I'm not doing tonight in favor of sleeping #yolo
512478171216617472	@ThatFooMoises #Yolo what is a cop?
512478175029239809	Didn't read Zen #yolo
512478285402370048	Enjoy life 😂👌👌 #yolo http://t.co/thNXX7W9oJ
512478448913494016	Getting drunk with a walrus...#YOLO
512478692136595456	@dearxoch_ yeah #yolo
512478816338735104	Hitting random people in the face with a raw fish...#YOLO
512479164679860224	“@drippin09: @Marques_J_Smith is $1200 shoes OK”buy what you want #YOLO
512479659729362944	Hihi the product of #boredom..!!#umaambisyon #wattpad #yolo #jadine #newbie http://t.co/zwLDb1ko9a
512479749630099457	Pinkeye #yolo
512479997869977600	Refusing to leave McDonald's until they make me a pizza...#YOLO
512480518739603456	Going to the batting cages and purposely getting hit by a ball so I can sue...#YOLO
512480526528430080	@HarriBillington and it was the best sleep ever #noregrets #yolo
512480535961038848	Every time I see that ramen article &amp; how bad it is to eat I'm always like I should stop but then I'm making some right now to eat! #YOLO
512480620165873664	In this dilemma where it will be ethically incorrect if i continue to pursue however you only live once right. Lol #YOLO
512480932909969408	I'm going to regret staying up this late but #yolo 😂
512480939776442368	I can be a bitter person sometimes #yolo
512480954435522561	@aashloe still going tho #yolo free coffee
512481006809395200	SMH and im going dizzy #YOLO #bot雪
512481285198323712	Cutting my hair back until my hairline is on top of my head...#YOLO
512481319595429888	Have an exam at 8 but still up for no reason #yolo
512481359873314818	RT @_BreeannMarie__: I'm going to regret staying up this late but #yolo 😂
512481375916916736	Photo: teensquotess: http://t.co/lP3NOJA19j #YOLO http://t.co/HBB6XlJrnk
512481558373339136	Saying don't tell me what to do when someone tells me to have a nice day...#YOLO
512481634575466496	Being completely naked under my clothes...#YOLO
512481803828232192	Shoving my finger so far up my nose that I touch my brain...#YOLO
512482014734614529	YOU HAVE TO SEE THIS! OMG LOL -- Bailando #TurnDown for What: http://t.co/VYiGWOQodW #Florida #LilJon #TwerkSomething #YOLO
512482298907090944	Shaving a dog and taping the fur to my face...#YOLO
512482542755512320	update: going alone to in an out at 11pm in yoga clothes that I still haven't worked out in. #yolo #blessed
512482553224507392	Shaving only one of my legs...#YOLO
512482559633408000	Im back w selfie 👨 #thursday #yolo #kasisejatumisai #ndapeduli #wolfgang #wolfgangmalaysia… http://t.co/aCVmNM1J75
512482797668556800	Inviting 500 people to a random house for a party...#YOLO
512482899430354944	Went to QFC at 11pm just to pick up Frozen from Red Box and buy chips and queso. #yolo
512483205573001216	#420 #yolo #pot #weedsmoker #taylorgang RT @NotYungMuh: 99 problems and they all gone in that one joint.
512483275114160129	RT @WalMelo1150: #420 #yolo #pot #weedsmoker #taylorgang RT @NotYungMuh: 99 problems and they all gone in that one joint.
512483275885916160	RT @WalMelo1150: #420 #yolo #pot #weedsmoker #taylorgang RT @NotYungMuh: 99 problems and they all gone in that one joint.
512483320064921600	Pegging oranges at little kids...#YOLO
512483557177307136	Eating pictures of food...#YOLO
512483878116675584	I just watched the weirdest porno... It wasn't just porn... It was porn... WITH SEX #whatthefuck #YOLO
512483925633929216	4/20 blaze it amiright #packingheat #pimpin #2cool4skool #pussywagon #whitetrash #swag #pandas #cake #yolo http://t.co/Y8TPwPvBJ4
512483972333326336	RT @WalMelo1150: #420 #yolo #pot #weedsmoker #taylorgang RT @NotYungMuh: 99 problems and they all gone in that one joint.
512484086120996864	Putting rat turds in cookies then selling them as chocolate chip cookies...#YOLO
512484359971303424	Going up to random people and whispering I'm your daddy... in their ear...#YOLO¬†
512484540183773184	Flight back home!!!!! LMMFAO!!!! #LOVE #LIFE #LIVE #YOLO #wasted #frontierairlines #fool... http://t.co/PEJ7acHXMb http://t.co/sYeSAcXgsV
512484632462655488	Having a good Thursday #vino #longlunch #yolo by sarahh_07 http://t.co/Mef88sbGfy
512484633192452096	@Catalinacsv do i look like i care? ✋ #yolo #todotranqui
512484712678293504	If you ain't talkin money I don't wanna talk #yolo
512485112865247232	@Deeeaannee eh 45 mins early. #yolo
512485129592520704	Putting my Facebook picture as a picture of a car so people think I'm a transformer...#YOLO
512485164320952320	RT @_BreeannMarie__: I'm going to regret staying up this late but #yolo 😂
512485309230350336	Selfie Wednesday. #naturalbeauty #single #likesforlikes #pretty #ootd #smile #yolo #swag http://t.co/4yHafbkqG1
512485445083856896	If bloody women get in at St.Andrews one is giving up golf #YOLO
512485614818959361	Buying sweaters for my pet duck...#YOLO
512485710814019584	Gonna get a tattoo that says hungry in Chinese #yolo
512485862282915840	Staring at a baby until it cries...#YOLO
512486602023915520	Pelting pinecones at children...#YOLO
512486713525301248	i look rough af this morning #yolo
512486859919073280	Eating my cell phone...#YOLO
512486873931870208	I'm watching tv instead of studying liiiiike #yolo
512486880466960384	“@BradynEaves: psychology test tomorrow on 6 lectures and I'm just now studying. #yolo” #same #AtLeastOurProfessorIsHOT
512486917490085888	Can't quite explain how excited I am for PE today... #PGCE #yolo
512487090006007809	We are still young #yolo
512487178946224129	Kids These Days!! #Yolo  http://t.co/spjuUQYmhS
512487277625241600	I accepted the update thingy without reading...probably gonna be in a human centipede tomorrow #Yolo
512487374824411136	Buying fake eye lashes and using them to make a fake mustache...#YOLO
512487648758226944	Twenty-one! 😎❤️ #birthday #21 #itsmybirthday #september #rough #yolo #rockinit http://t.co/Xb31kRbk2U
512487730438492161	Skateboarding in the grass...#YOLO
512487966770757632	Feeding my dog chocolate syrup...#YOLO
512488002694553600	Sooo proud to be a south african venda girl because I have all men that I like looooooools #yolo http://t.co/OS3ESk0OpN
512488121293099008	RT @PestoForce: New Super Chibi Knight Draw Time episode: https://t.co/8pWqtVd5EY #gamedev #indiedev  #RT #YOLO
512488163692933120	@lupstaplease yeah but #yolo
512488235172630528	Going bald then gluing macaroni shells to my head as hair...#YOLO
512488615411453952	RT @GigiGigot: Selfie Wednesday. #naturalbeauty #single #likesforlikes #pretty #ootd #smile #yolo #swag http://t.co/4yHafbkqG1
512488721900634112	Round two! #yolo
512488735049805826	Putting Peeps in every microwave at Sears and blowing them up...#YOLO
512488832328302592	RT PestoForce: New Super Chibi Knight Draw Time episode: http://t.co/1Mrr4Qo42v #gamedev #indiedev #RT #YOLO
512488940897832960	@TKalltheTime yo shit just got real real fast #yolo
512489066798252032	Clothing lines that age discriminate are not the business #yolo
512489185521831936	@aprilkillahh thug life! #YOLO lol
512489197240729600	Good afternoon . Always make the best smile you can do because You Only Live Once 😄😄 #YOLO #NoFilter… http://t.co/DzP52KelpG
512489234176176128	Proposing to random people...#YOLO
512489409430577153	“@Marcos_Solis11: Working hard or hardly working? #Exam1 📖📚 http://t.co/yJzBNdt9qV” #TwitterisaTrap #ButIDontCare #Yolo #Hashtag
512489506424258561	Texting with my toes...#YOLO
512489747877732352	Going up to random people and whispering I'm your daddy... in their ear...#YOLO¬†
512489828416782337	Quit! #yolo “@ASHworthbentley: I really have to work tomorrow thvough 😑”
512489883882233856	Wearing a tie which doesn't really match the shirt ... New level of madness! #YOLO #LockMeUp #Crazy!!! http://t.co/dFke9wG8HY
512489885828407297	Can't sleep so I'm blaring 5SOS and singing...my neighbors probably hate me oops #yolo 😁😉😂😴✌️
512489951486046208	“@RonFaison: Quit! #yolo “@ASHworthbentley: I really have to work tomorrow though 😑””😑😪
512489974625992704	Think I saw my first ever African American midget at the bar tonight. #yolo
512490177789325312	Texting while driven #YOLO Forever alone #SOLO Marco #POLO Condom broke #OHNO You like men #HOMO Bitches crazy #FOSHO Run Nigga Run #POPO
512490234450149376	RT @tripthestation: Coming back over the bridge. Now we're heading off to sign wave in St Lukes #yolo #votepositive #ForABetterNZ http://t.…
512490237227184129	Putting 24 carrots in a ring case as a gift because I can't afford a 24 karat ring...#YOLO
512490309037883392	Lol “@ASHworthbentley: “@RonFaison: Quit! #yolo “@ASHworthbentley: I really have to work tomorrow though 😑””😑😪”
512490616723226625	US man tried to 'swim to N Korea' #YOLO http://t.co/VZyKEU7E36
512490735988662272	Going out in public and making out with a cardboard box that has a face drawn on it...#YOLO
512490831216119809	♥I♥S♥R♥A♥E♥L♥ #YOLO♥
512490994240323584	Going on a slip-n-slide naked...#YOLO
512970056821903360	RT @ljhrobin: RT @9zavaneara Ferrer set for mission impossible against #yolo
512970060517101568	RT @ljhrobin: RT @9zavaneara Blood Drive Raises Awareness for Sickle Cell #yolo
512970119593873408	RT @wilkinsonftrupp: I just wrote tori such an amazing poem #friendshipgoals #fuckwithme #swag #yolo #420
512970160094064640	RT @TheUnknownB0y: #diabetus #yolo #swag skipping breakfast to get diabetus #englishlesson
512970194634162176	@notapaedo_ for da shits and giggles #yolo lolololol
512970272656609280	I'm blaring this is Halloween in Chem not even doing my work #yolo
512970369469513729	RT @freshly_pressed: No #YOLO when you're 80 — @TroyHCampbell @advncdhindsight explores how age changes our notion of happiness: http://t.c…
512970378512465922	#tbt #todavíarecuerdocuandoandabachida #yemaya adventure club. #yolo http://t.co/zUvhsGdTUM
512970461924556800	Not dying of alcohol poisoning tonight will be a miracle #yolo
512970581235761152	@tylerstobbe #yolo and #roco ✌️💁🐨
512970616085831680	letting one go right in @Zackrik face #SWAG #YOLO #PLEASESTOP #TomodachiLife #3DS http://t.co/d92FXeIpeY
512970734814367744	never proofread my work emails - #yolo
512970746776141825	MA boysie and DiASCO resident @DjJClayton tearing it up in Ibiza today! YES BRUV! #diasco #ibiza #yolo http://t.co/B4RL3wjRWH
512970826027913217	RT @KaitlynSergio: @KaitlynSergio: Mrs. Kane says #yolo #camopants #X GoMaroons @artintrohw http://t.co/1scHaBQANl
512970956848238592	RT @iBrittany_NY: Wearing a snail outfit and crawling across the highway...#YOLO
512971053371764736	So much #chemsitrybanter #sciencebanter #topbanter today #swag #yolo #blessed
512971059423756288	@lorita_mn @girlposts lmao yeah we would😂 #canttakeshitseriously #yolo
512971140265164801	Loggin in twitter from an internet cafe. #yolo #zero_fucks_given
512971168601493504	RT @PokerFansYes: Back in the US with @alexbroun to play some cards #poker #fendi #yolo #cash #dubailife #dubai #vegas #nightlife at http:/…
512971205003853824	Twin!! I miss you!! I hope you're doing well sa Taft! Wag panay Happy Thursday ah pero #YOLO pa rin! Life's a party!! Keep safe always! :D
512971263506386944	RT @BIITCHITZBARBIE: Lol got announced that we had the messiest room on the whole trip @JORDOCOWAN @RACHAELFHILLIER @MIAHSWED @petersenkurt…
512971285081505792	RT @SamanthaLW99: Life is too short to wake up in the morning with regrets :) #adventure #travel #lifestyle #YOLO #love http://t.co/KyPPSGH…
512971397350846464	@Screamales @DonGiovanniRecs do you guys want to pre-game by attending my training on domestic violence just across rt18 very fun #yolo
512971669787648000	Rooftop parties are the best. Shoutout to @OX_SOTA for putting on an awesome event. Also I got TWO parking tickets last night. #YOLO
512971771176165376	RT @Dulce_Linaress: @lorita_mn @girlposts lmao yeah we would😂 #canttakeshitseriously #yolo
512971795927158784	Head butting a hole in my TV...#YOLO
512971881658724352	FaceTiming Derek's dad with Brock during lockdown #yolo
512971966551031808	@Dulce_Linaress @girlposts exactly lol #canttakeseriously #Yolo #besties
512971975430373376	Mustangs vs Rams tonight at JJ Pearce HS. JV-6pm/Vars-7pm.  Join us for Elementary School Night!  Fun &amp; Prizes for sure! #bumpsetspike #YOLO
512972104162373632	Why Ben Black is saying #YOLO to all the overly cautious parents out there: http://t.co/nljkq1Hgkq
512972185645113344	RT @AndreaRussett: I'm in Vegas BETCHES!!!!! #Yolo #GNO #hehe!
512972197732691968	RT @foreverjomarch: Twin!! I miss you!! I hope you're doing well sa Taft! Wag panay Happy Thursday ah pero #YOLO pa rin! Life's a party!! K…
512972205563842561	RT @AndreaRussett: I'm in Vegas BETCHES!!!!! #Yolo #GNO #hehe!
512972260186267648	Why Ben Black is saying #YOLO to all the overly cautious parents out there: http://t.co/zSiEy1sTa8
512972269845774336	Why Ben Black is saying #YOLO to all the overly cautious parents out there: http://t.co/WyL1Vvudcu
512972334559674368	We are already low on sleep but #yolo is our theme. #weakraps #Torontallo @sharayahgrossoe #roadtrip http://t.co/TuWcpNvz4x
512972367564664833	I wanna be moie #DAUNTLESS tomorrow. Yohoo. T_T 'coz #YOLO days are almost over. #bluff http://t.co/08nZHZCedL
512972549756825600	RT @KnoxBusted: Bobby L Norris '80 was arrested 9/19/2014 for Statutory Rape. #yolo http://t.co/nwjo6wCZX0
512972617243185152	RT @ddlovato: Just ate some clams in Seaside Heights... Aka THE JERSEY SHORE.... #yolo http://t.co/QQ9pIfxy
512972672335360000	#bae is as stupid as #yolo. Please stop.
512972794586742786	Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO @RMrecords_inc http://t.co/mRa1YtJDYD | #CEL http://t.co/zZFmpu9X6p via @ipautaorg
512972808985800704	Stopped off at a yard sale on my way to school today. #yolo
512972998676971520	My chest really aches but idk why I am posting this #yolo
512973050925428736	Now she want a photo...but you already kno tho...#Yolo √√√
512973302688526336	@superbeii how about no. #yolo
512973652305133568	If you 💯 cuz ion 🎲 with my life G #YOLO
512973663017377792	On way home boys #Army #YOLO http://t.co/OuDvNJtzDa
512973774992728064	Oh fuck. i feel the radiation. damn you cosmic rays. #yolo
512973780785049600	i was miserable and irritable so i went to bluewater after school to buy a £4 milkshake #yolo
512973812917231616	WORE SHORTS. #yolo
512973959466217473	Wa shiok I woke up at 4:30 and I start working at 6 and till now I still haven't end work and I need to stay till midnight woohoo #yolo
512974271195254784	RT @LoveLynae: WORE SHORTS. #yolo
512974550943141888	New guy and I just admitted a mutual love of TSwift on the news. #yolo
512974656228581376	@zacwoodward You better be coming to skydive! #yolo
512974708468224000	#YOLO You Only Ligo Once @CountOfLegoLand
512974747744083968	S/o to me for wearing my 10 yr old little sisters clothes to class today. #yolo
512974798272888833	Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO @RMrecords_inc http://t.co/Ys6oJKfYNf | #CEL http://t.co/DTYOsoMg4b via @ipautaorg
512975153811046400	i know #yolo but like even if yolo u cant smoke weed its bad im never gona smoke weed in my life ever ever ever!!!!
512975173620748291	Our Hawaiian friend taking shot of Soju Bomb! #crazyHawaii #YOLO http://t.co/PTRAcNEaoc
512975179035967488	Going out the night before a test was not one of my better ideas 🙈 #yolo #homecoming2014
512975273919545345	Also big shoutout to the kid who is heelieing arpund campus.  #yolo
512975317942931456	Friends who poop together stay together #yolo @jessicarubioo http://t.co/gqOxZmBjJ5
512975435429195777	@_Nikkiie_ Let's! #yolo
512975575338975232	What a daft twat I am #yolo
512975776531374080	✨Melting slowly today after a boat trip✌️👭. Fab first night last night #MixingDrinks #YOLO✨ http://t.co/b4Vz2pQBPr
512975970416869376	pretty sure I'm the only one who enjoys when I live tweet what I'm listening to but uhm #yolo ?
512976089291837440	Looking down frm 40th floor and no boundary #Yolo
512976152433278976	RT @allieTcaro: Friends who poop together stay together #yolo @jessicarubioo http://t.co/gqOxZmBjJ5
512976369521664003	RT @allieTcaro: Friends who poop together stay together #yolo @jessicarubioo http://t.co/gqOxZmBjJ5
